SampleRate:2400000.0,Center Frequency:462587000.0,Frequency Correction:60,Gain:auto,Sample Window:1024
Real Value,Imaginary Value
0.07450980392156858,-0.08235294117647063
-0.10588235294117654,0.027450980392156765
-0.07450980392156858,0.19215686274509802
0.2078431372549019,0.0117647058823529
0.0980392156862746,0.019607843137254832
0.1215686274509804,-0.19999999999999996
0.019607843137254832,0.04313725490196085
-0.04313725490196085,0.06666666666666665
-0.050980392156862786,-0.027450980392156876
-0.05882352941176472,-0.019607843137254943
0.2549019607843137,-0.04313725490196085
0.019607843137254832,-0.027450980392156876
-0.027450980392156876,-0.06666666666666665
0.0980392156862746,0.09019607843137245
-0.0980392156862745,-0.1215686274509804
-0.0117647058823529,0.3568627450980393
0.2313725490196079,0.5215686274509803
-0.17647058823529416,-0.07450980392156858
-0.0039215686274509665,0.19215686274509802
-0.0039215686274509665,0.21568627450980382
-0.06666666666666665,-0.050980392156862786
0.05882352941176472,0.0980392156862746
0.0980392156862746,-0.050980392156862786
0.16862745098039222,0.0039215686274509665
-0.0980392156862745,-0.08235294117647063
0.04313725490196085,-0.1215686274509804
0.05882352941176472,-0.06666666666666665
-0.10588235294117654,0.04313725490196085
0.019607843137254832,0.16078431372549007
0.12941176470588234,0.0117647058823529
0.0352941176470587,0.027450980392156765
-0.11372549019607847,0.0039215686274509665
-0.050980392156862786,-0.04313725490196085
0.0980392156862746,0.0352941176470587
-0.07450980392156858,0.1215686274509804
-0.1215686274509804,-0.05882352941176472
0.07450980392156858,-0.050980392156862786
-0.0117647058823529,0.027450980392156765
-0.04313725490196085,-0.06666666666666665
0.09019607843137245,0.07450980392156858
-0.2784313725490196,0.26274509803921564
-0.19215686274509802,0.2705882352941176
-0.027450980392156876,-0.027450980392156876
-0.06666666666666665,0.15294117647058814
-0.09019607843137256,0.050980392156862786
0.19999999999999996,0.050980392156862786
0.0117647058823529,-0.0117647058823529
-0.03529411764705881,0.027450980392156765
0.0117647058823529,0.05882352941176472
-0.06666666666666665,0.11372549019607847
-0.03529411764705881,0.06666666666666665
-0.027450980392156876,-0.0117647058823529
0.13725490196078427,0.06666666666666665
-0.06666666666666665,0.050980392156862786
0.0117647058823529,-0.10588235294117654
0.0980392156862746,-0.027450980392156876
0.0039215686274509665,-0.04313725490196085
-0.03529411764705881,-0.04313725490196085
-0.019607843137254943,0.21568627450980382
0.0039215686274509665,0.09019607843137245
0.0039215686274509665,-0.0117647058823529
0.019607843137254832,-0.019607843137254943
0.10588235294117654,-0.04313725490196085
-0.07450980392156858,0.019607843137254832
-0.5607843137254902,-0.050980392156862786
-0.06666666666666665,-0.019607843137254943
-0.1215686274509804,-0.16078431372549018
-0.05882352941176472,-0.1215686274509804
-0.0980392156862745,0.0352941176470587
0.11372549019607847,0.2705882352941176
-0.05882352941176472,-0.13725490196078427
-0.0039215686274509665,0.0039215686274509665
0.019607843137254832,0.1215686274509804
0.07450980392156858,-0.1843137254901961
-0.050980392156862786,-0.10588235294117654
-0.09019607843137256,-0.0039215686274509665
0.0980392156862746,0.08235294117647052
-0.027450980392156876,0.13725490196078427
-0.10588235294117654,-0.050980392156862786
0.06666666666666665,-0.050980392156862786
-0.05882352941176472,-0.04313725490196085
-0.027450980392156876,-0.11372549019607847
-0.0039215686274509665,0.12941176470588234
-0.1215686274509804,0.13725490196078427
0.0117647058823529,0.04313725490196085
-0.0039215686274509665,0.10588235294117654
-0.019607843137254943,-0.17647058823529416
0.050980392156862786,-0.019607843137254943
0.16862745098039222,-0.0039215686274509665
0.0117647058823529,-0.11372549019607847
-0.050980392156862786,-0.13725490196078427
0.07450980392156858,-0.12941176470588234
0.0117647058823529,0.0980392156862746
-0.15294117647058825,0.10588235294117654
-0.019607843137254943,0.06666666666666665
0.0352941176470587,0.09019607843137245
0.0117647058823529,0.0352941176470587
0.1215686274509804,-0.09019607843137256
0.06666666666666665,-0.0039215686274509665
-0.14509803921568631,-0.09019607843137256
-0.15294117647058825,0.019607843137254832
-0.027450980392156876,0.1215686274509804
